,userId,itemIds,scores
10,11,"[780, 165, 10, 648, 110, 377, 736, 733, 150, 589, 318, 457, 590, 592, 292, 316, 349, 367, 208, 185, 593, 434, 356, 161, 153, 6, 47, 50, 480, 380, 260, 1370, 786, 1210, 454, 527, 296, 368, 95, 1, 32, 329, 1584, 1356, 1036, 474, 36, 788, 500, 376]","[1.0892562866210938, 1.0775302648544312, 1.0686873197555542, 1.0559403896331787, 1.0439890623092651, 1.0225145816802979, 1.0095077753067017, 1.000583291053772, 0.9990994930267334, 0.9889537692070007, 0.9836061000823975, 0.9825275540351868, 0.9805290102958679, 0.9752641916275024, 0.9631407260894775, 0.9586799144744873, 0.9560182690620422, 0.9505042433738708, 0.9484362602233887, 0.9454296827316284, 0.9418604373931885, 0.9398940801620483, 0.9363374710083008, 0.9345498085021973, 0.934200644493103, 0.9299628734588623, 0.9201963543891907, 0.9198284149169922, 0.9191918969154358, 0.9150484800338745, 0.9129399061203003, 0.9104276299476624, 0.9091308116912842, 0.9066639542579651, 0.906306803226471, 0.899436891078949, 0.8932706117630005, 0.8920533061027527, 0.8898729085922241, 0.8887264132499695, 0.8855830430984497, 0.8809681534767151, 0.8784063458442688, 0.8782411217689514, 0.8769577145576477, 0.8761963844299316, 0.8628594279289246, 0.8586438298225403, 0.8569045066833496, 0.8536198139190674]"
11,12,"[2572, 39, 2424, 919, 2485, 6942, 2694, 1307, 2100, 1265, 4018, 838, 1393, 1357, 261, 2581, 2080, 1569, 5377, 256, 543, 1721, 35836, 40629, 2717, 588, 2706, 8533, 1405, 5620, 2501, 920, 2421, 912, 1777, 3668, 3967, 1197, 1285, 63992, 2396, 597, 17, 2248, 1282, 1088, 1225, 1639, 4025, 1259]","[0.8915482759475708, 0.869698166847229, 0.860672652721405, 0.8336997032165527, 0.828010618686676, 0.8275168538093567, 0.8229708671569824, 0.8123378753662109, 0.8122805953025818, 0.804361879825592, 0.7822350263595581, 0.7816248536109924, 0.7690734267234802, 0.7578203678131104, 0.7561328411102295, 0.7556330561637878, 0.7295145392417908, 0.7262448668479919, 0.7203035950660706, 0.7200286984443665, 0.7156535983085632, 0.7107585072517395, 0.7098333239555359, 0.7088853716850281, 0.7025490403175354, 0.6975163221359253, 0.693447470664978, 0.6930633783340454, 0.6884008049964905, 0.6875309944152832, 0.6848841905593872, 0.6848071217536926, 0.677498996257782, 0.6709660887718201, 0.6688047647476196, 0.6688040494918823, 0.668317973613739, 0.6662613749504089, 0.6650484800338745, 0.6600803732872009, 0.6537609100341797, 0.6492913961410522, 0.6484584808349609, 0.6409206390380859, 0.6338717937469482, 0.6319864988327026, 0.6310698390007019, 0.6264358758926392, 0.6261582374572754, 0.6252853274345398]"
12,13,"[356, 3578, 318, 593, 3624, 3793, 3753, 2858, 589, 2571, 527, 480, 1721, 296, 3996, 110, 3977, 3300, 1198, 2762, 2959, 50, 1580, 597, 457, 260, 2028, 3555, 3623, 4011, 1196, 1193, 150, 2628, 3409, 47, 3510, 541, 1270, 4022, 2541, 3471, 3897, 1221, 1961, 1200, 1387, 1210, 858, 1214]","[0.9224889874458313, 0.9163294434547424, 0.9131398797035217, 0.9076465368270874, 0.9073942303657532, 0.8928799033164978, 0.8894293904304504, 0.8799155950546265, 0.8579398989677429, 0.8477556705474854, 0.8308135867118835, 0.8290137648582458, 0.8283214569091797, 0.8175950050354004, 0.8150012493133545, 0.8093778491020203, 0.7915637493133545, 0.7915385961532593, 0.7880772948265076, 0.7872328162193298, 0.7843700647354126, 0.774363100528717, 0.7678225040435791, 0.7659462690353394, 0.7654294371604919, 0.7604361772537231, 0.7580819725990295, 0.7563825845718384, 0.754723310470581, 0.7448220252990723, 0.7446915507316589, 0.7442353367805481, 0.7426005005836487, 0.7383698225021362, 0.7349832653999329, 0.7342860102653503, 0.7220279574394226, 0.7219378352165222, 0.7147452235221863, 0.714554488658905, 0.7134270668029785, 0.710462749004364, 0.7080920338630676, 0.707906186580658, 0.7077986598014832, 0.7054669260978699, 0.7034338116645813, 0.6969667077064514, 0.6955418586730957, 0.68668532371521]"
13,14,"[266, 225, 161, 457, 593, 339, 296, 454, 288, 47, 587, 165, 153, 377, 590, 318, 110, 367, 292, 349, 480, 539, 253, 208, 316, 62, 356, 592, 185, 21, 300, 380, 231, 589, 434, 150, 597, 39, 500, 36, 329, 10, 11, 344, 527, 508, 440, 350, 509, 337]","[1.0331227779388428, 0.9974390268325806, 0.996393620967865, 0.9957029223442078, 0.9910837411880493, 0.9901840686798096, 0.984750509262085, 0.9837823510169983, 0.9798314571380615, 0.9770528078079224, 0.9769414067268372, 0.9768821597099304, 0.9747008085250854, 0.9739707708358765, 0.9737588167190552, 0.9736043214797974, 0.9732534885406494, 0.9677149653434753, 0.9665402173995972, 0.9642417430877686, 0.9639476537704468, 0.9638595581054688, 0.9636730551719666, 0.9632079601287842, 0.961127758026123, 0.9582232236862183, 0.957126796245575, 0.9570324420928955, 0.9569548964500427, 0.9548977017402649, 0.9543459415435791, 0.9541786313056946, 0.9528902769088745, 0.9520285725593567, 0.9501606225967407, 0.946194052696228, 0.9455145597457886, 0.9445911049842834, 0.9421171545982361, 0.9410209655761719, 0.9407607913017273, 0.9394640922546387, 0.9388018846511841, 0.9348452091217041, 0.9331648945808411, 0.9322020411491394, 0.9311401844024658, 0.9289494156837463, 0.9264620542526245, 0.9241995811462402]"
14,15,"[79132, 89745, 1214, 2571, 111759, 3578, 60069, 58559, 91500, 3147, 4886, 1198, 1196, 109487, 56174, 4993, 589, 356, 68954, 84152, 48516, 50, 6377, 54286, 115617, 4226, 3753, 91529, 296, 112852, 318, 4995, 2959, 527, 2762, 48780, 7153, 5445, 5952, 260, 68157, 74458, 593, 2858, 110, 116797, 293, 104841, 364, 1210]","[1.124074101448059, 1.096655249595642, 1.0900163650512695, 1.066867470741272, 1.0570154190063477, 1.0506219863891602, 1.049460768699646, 1.0492918491363525, 1.0475136041641235, 1.0358011722564697, 1.0346564054489136, 1.03396475315094, 1.0279079675674438, 1.0277153253555298, 1.025927186012268, 1.0227351188659668, 1.0215234756469727, 1.0214085578918457, 1.0211825370788574, 1.0191408395767212, 1.0168745517730713, 1.0166114568710327, 1.0134177207946777, 1.0120272636413574, 1.0119296312332153, 1.0097503662109375, 1.0085433721542358, 1.0064735412597656, 1.0060641765594482, 1.0049914121627808, 1.0046650171279907, 0.9994698166847229, 0.999058723449707, 0.9975916147232056, 0.9972903728485107, 0.9949337244033813, 0.9873908162117004, 0.9842799305915833, 0.9837405681610107, 0.9788591861724854, 0.9760929942131042, 0.9739701747894287, 0.9711861610412598, 0.9708433151245117, 0.9668107032775879, 0.9665381908416748, 0.9637778997421265, 0.9605305194854736, 0.9603915810585022, 0.9599769115447998]"
15,16,"[912, 2858, 1198, 2959, 1193, 1089, 904, 1197, 527, 1136, 1213, 1221, 7361, 858, 50, 2762, 2571, 1291, 750, 2019, 4973, 1196, 296, 4226, 1036, 908, 58559, 1704, 260, 1222, 2028, 1093, 1206, 1252, 3578, 2329, 7153, 1219, 4993, 5952, 903, 1199, 1203, 1214, 1208, 111, 6016, 1276, 79132, 608]","[1.1783887147903442, 1.0997655391693115, 1.0934253931045532, 1.0859966278076172, 1.080154538154602, 1.0511791706085205, 1.047417163848877, 1.0459178686141968, 1.0395816564559937, 1.0373846292495728, 1.0280377864837646, 1.0216264724731445, 1.0144143104553223, 1.0105741024017334, 1.0080764293670654, 1.0054538249969482, 0.9983749389648438, 0.9978426098823547, 0.9902667999267578, 0.9879055023193359, 0.9873521327972412, 0.9866309762001038, 0.9836608171463013, 0.9828315377235413, 0.9758774042129517, 0.9744763374328613, 0.9724533557891846, 0.9702555537223816, 0.9699392318725586, 0.967401385307312, 0.9582571387290955, 0.9557508826255798, 0.9551719427108765, 0.9547222852706909, 0.9502899050712585, 0.9481053948402405, 0.946021556854248, 0.944698691368103, 0.9442987442016602, 0.9428561329841614, 0.942112922668457, 0.9419658184051514, 0.9408562183380127, 0.9314027428627014, 0.9313864707946777, 0.9312632083892822, 0.9294458627700806, 0.9293128848075867, 0.9191863536834717, 0.9152469038963318]"
16,17,"[912, 1136, 527, 1213, 608, 1225, 1193, 953, 904, 858, 1221, 593, 2858, 908, 6016, 296, 1198, 47, 111, 50, 79132, 1089, 2028, 3949, 1291, 1222, 318, 1208, 1196, 2959, 356, 2762, 1036, 1207, 1197, 260, 58559, 1276, 1201, 1206, 48394, 778, 7153, 2571, 68157, 1203, 750, 110, 541, 4226]","[1.2470154762268066, 1.1631718873977661, 1.1293456554412842, 1.121402621269226, 1.0898147821426392, 1.0897382497787476, 1.0817581415176392, 1.0717462301254272, 1.0715051889419556, 1.0692801475524902, 1.0668882131576538, 1.0575650930404663, 1.054587960243225, 1.0513092279434204, 1.0425368547439575, 1.0423829555511475, 1.0406945943832397, 1.0372552871704102, 1.0316150188446045, 1.0307992696762085, 1.0279526710510254, 1.0279048681259155, 1.0264005661010742, 1.0251109600067139, 1.024817943572998, 1.021988034248352, 1.0219624042510986, 1.0165085792541504, 1.0146431922912598, 1.0133203268051147, 1.012557864189148, 1.0099852085113525, 1.0093441009521484, 1.0054563283920288, 1.0048389434814453, 1.001509428024292, 1.0002918243408203, 0.9993724822998047, 0.996956467628479, 0.9945523142814636, 0.9871680736541748, 0.9855632781982422, 0.9851418733596802, 0.9839628338813782, 0.9799010753631592, 0.9797984957695007, 0.9792004227638245, 0.9758604764938354, 0.9707766771316528, 0.9623990654945374]"
17,18,"[1258, 589, 3285, 367, 68358, 33493, 7373, 10, 74458, 91658, 60684, 110, 1374, 912, 6365, 5444, 82459, 54997, 51255, 97304, 122882, 44191, 64839, 1199, 66097, 32587, 91500, 1610, 150, 106782, 1259, 1206, 586, 1291, 81591, 5445, 1208, 364, 1246, 32, 78499, 1198, 3147, 165, 115713, 2324, 1036, 99114, 94864, 1222]","[1.2478525638580322, 1.1740856170654297, 1.1732792854309082, 1.1656877994537354, 1.1603556871414185, 1.1598083972930908, 1.1438238620758057, 1.1391499042510986, 1.1252480745315552, 1.1212713718414307, 1.119637131690979, 1.1072077751159668, 1.1045987606048584, 1.1019049882888794, 1.0981799364089966, 1.097966194152832, 1.0938857793807983, 1.0938711166381836, 1.0869053602218628, 1.0864129066467285, 1.08592689037323, 1.0855424404144287, 1.0854533910751343, 1.0852105617523193, 1.0839875936508179, 1.082163691520691, 1.0790834426879883, 1.0713040828704834, 1.0710293054580688, 1.0668113231658936, 1.0656476020812988, 1.0655697584152222, 1.063966155052185, 1.0610556602478027, 1.0588542222976685, 1.057424783706665, 1.0570695400238037, 1.0568530559539795, 1.0561546087265015, 1.0551155805587769, 1.0542758703231812, 1.0541993379592896, 1.0525227785110474, 1.0521690845489502, 1.0495331287384033, 1.0494811534881592, 1.049285888671875, 1.049230694770813, 1.0481956005096436, 1.0480111837387085]"
18,19,"[2598, 2723, 1717, 24, 104, 2567, 3285, 2109, 1356, 2431, 502, 296, 368, 2013, 1073, 2641, 367, 1876, 3489, 880, 317, 2616, 2294, 196, 3555, 2987, 1500, 3868, 553, 107, 2001, 2470, 1, 765, 88, 1333, 2746, 318, 292, 158, 3608, 329, 1391, 588, 648, 1084, 610, 904, 433, 65]","[1.3700809478759766, 1.3030869960784912, 1.2501112222671509, 1.2171052694320679, 1.2136059999465942, 1.1923301219940186, 1.1703438758850098, 1.1657392978668213, 1.157667875289917, 1.1482254266738892, 1.1342030763626099, 1.1200008392333984, 1.1161220073699951, 1.1049845218658447, 1.104642629623413, 1.1035369634628296, 1.1030571460723877, 1.0980110168457031, 1.093091368675232, 1.0875531435012817, 1.087003231048584, 1.084159255027771, 1.0828410387039185, 1.0824322700500488, 1.0815361738204956, 1.0809173583984375, 1.0806368589401245, 1.078574299812317, 1.0778003931045532, 1.0771284103393555, 1.0757348537445068, 1.072465419769287, 1.0721303224563599, 1.0720988512039185, 1.0692236423492432, 1.0686074495315552, 1.0681015253067017, 1.06768798828125, 1.0676491260528564, 1.0648655891418457, 1.0635076761245728, 1.06293523311615, 1.0624796152114868, 1.062441349029541, 1.0622731447219849, 1.062173843383789, 1.0618536472320557, 1.0603015422821045, 1.0591785907745361, 1.0585917234420776]"
19,20,"[1566, 3751, 4896, 594, 3624, 3753, 3977, 4308, 1907, 2398, 3555, 48, 2078, 575, 4025, 1035, 4299, 2087, 4306, 1282, 5816, 2081, 2085, 3114, 4232, 5378, 4239, 4023, 4270, 3034, 4016, 4310, 4027, 1022, 2096, 661, 3897, 1073, 4886, 4022, 4638, 2987, 1029, 3483, 1967, 262, 3882, 2080, 3793, 596]","[1.1675965785980225, 1.1493620872497559, 1.096582293510437, 1.0800199508666992, 1.0717264413833618, 1.0698684453964233, 1.0686794519424438, 1.0662140846252441, 1.0607692003250122, 1.0580304861068726, 1.0377839803695679, 1.0346425771713257, 1.0324164628982544, 1.0300160646438599, 1.0292097330093384, 1.0278828144073486, 1.025658369064331, 1.0227950811386108, 1.016809344291687, 1.0159375667572021, 1.015916347503662, 1.0157428979873657, 1.015026330947876, 1.0139423608779907, 1.0111061334609985, 1.0103679895401, 1.009909987449646, 1.0063420534133911, 1.0040284395217896, 1.0028040409088135, 1.0027120113372803, 1.0005638599395752, 1.0004897117614746, 0.9993105530738831, 0.9953211545944214, 0.9926205277442932, 0.9924683570861816, 0.9911923408508301, 0.9896739721298218, 0.9888548254966736, 0.9885131120681763, 0.9882318377494812, 0.98748379945755, 0.9860666394233704, 0.9836494326591492, 0.9833412170410156, 0.9823789596557617, 0.9817125201225281, 0.9807484745979309, 0.9805528521537781]"
